Date,Salesperson,Customer Name,C    ar Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
9/15/2022,Mark Lopez II,Kimberly Reyes,Nissan,F-150,2018,16070,0.10630181778807522,1708.27
1/29/2023,Julie Neal,Albert Anderson,Nissan,Altima,2016,36208,0.14204604701806844,5143.2
6/11/2022,Tammy Roberts,Angela Beck,Honda,Corolla,2013,35586,0.06383649405273886,2271.69
8/2/2022,Margaret Watson,James Johnson,Toyota,Altima,2022,31426,0.14961442123801072,4701.78
12/20/2022,Michael Edwards,Ryan Pena,Honda,Altima,2019,29073,0.05015186194016598,1458.07
9/12/2022,Scott Jackson,Thomas Williams,Toyota,F-150,2016,26114,0.07060609738903337,1843.81
3/10/2023,Lisa Douglas,Sara Haynes,Nissan,F-150,2014,38376,0.1276814554098093,4899.9
4/12/2023,Michelle Wright,Derek Payne,Nissan,Civic,2013,45307,0.13450706872589663,6094.11
7/2/2022,Christopher Richards,Monica Kim,Nissan,Civic,2019,37593,0.12604867968929795,4738.55
7/9/2022,Jimmy Lopez,Elizabeth Mejia,Nissan,Civic,2022,42061,0.14251396984096032,5994.28
10/10/2022,Traci Frederick,Jon Butler,Chevrolet,F-150,2020,28696,0.11763218544491887,3375.57
10/3/2022,Nicole Patel,April Meyer,Toyota,Corolla,2015,27586,0.13959595958816057,3850.89
6/2/2022,Benjamin Stewart,Stephen Miller,Chevrolet,Civic,2010,33560,0.14723094960229727,4941.07
10/4/2022,Michael Payne,Angel Cox,Ford,Altima,2019,23141,0.052175627827024465,1207.4
1/27/2023,Michael Hinton,Kimberly Adkins,Honda,F-150,2018,41143,0.09771606512886552,4020.33
4/28/2023,Cynthia Castaneda,Grace Mason,Nissan,Silverado,2012,26275,0.11274277788339783,2962.32
1/9/2023,Todd Schmidt,Jennifer Scott,Chevrolet,Civic,2014,14142,0.0632510897383127,894.5
9/4/2022,John Baker,Mrs. Amy Wilson,Nissan,F-150,2022,41088,0.056788910551549124,2333.34
10/21/2022,Donald Johnson,Erik Kramer,Toyota,Civic,2018,35515,0.1298746262989667,4612.5
1/25/2023,Ann Gonzalez,Kimberly Marquez,Chevrolet,Corolla,2012,11372,0.12054479026719424,1370.84
6/3/2022,Michael Hall,Rachel Ramirez,Toyota,Civic,2020,38716,0.05669822627674061,2195.13
8/13/2022,Carrie Cobb,Lauren Hudson,Honda,Civic,2010,25613,0.06854525099433331,1755.65
4/12/2023,Steve Myers,Mr. David Juarez,Toyota,F-150,2010,34536,0.14579180231339628,5035.07
2/13/2023,Christopher Glass,Susan Day,Toyota,Silverado,2019,31684,0.060980434109184224,1932.1
4/13/2023,William Petty,Phillip Schroeder,Toyota,Civic,2020,44116,0.08459897810543889,3732.17
4/18/2023,Thomas Luna,Peter Glenn,Ford,Silverado,2014,11307,0.08627683735931507,975.53
5/3/2022,Karen Ali,Gabrielle Esparza,Honda,Silverado,2012,11764,0.0833321204483933,980.32
2/6/2023,Tammy Ayala,George Hood,Toyota,Civic,2020,34739,0.09556887683028095,3319.97
2/24/2023,Anna Webster,Cynthia Davis,Honda,Civic,2014,22849,0.12092291706051533,2762.97
3/8/2023,Shannon Strong,Jeffrey Obrien,Toyota,Altima,2022,36142,0.12495552680112394,4516.14
1/22/2023,Andrew Wilson,Sarah King,Nissan,Corolla,2015,35625,0.12260841705239782,4367.92
1/31/2023,Adam Mcgee,Robert Carlson,Toyota,Altima,2015,36029,0.10119782600926183,3646.06
12/30/2022,Antonio Flores,Kimberly Ballard,Nissan,Silverado,2019,44109,0.07170014555408255,3162.62
3/16/2023,Dennis Green,Brett Sanchez,Chevrolet,Silverado,2011,13878,0.09294896843591155,1289.95
9/7/2022,Teresa Wright,Michael Crosby,Chevrolet,Civic,2013,38257,0.14839884212851812,5677.29
2/12/2023,Allison Holmes,Mark Foster,Ford,Civic,2010,25597,0.09532095161267304,2439.93
6/12/2022,Michelle Riley,Nicole Bryant,Nissan,Corolla,2010,43639,0.08650871347807454,3775.15
11/9/2022,Casey Stewart,Jill Fitzpatrick,Chevrolet,Civic,2018,10720,0.12008639793994282,1287.33
10/26/2022,Michael Branch,Eric Rodriguez,Toyota,Corolla,2011,13397,0.05662290474939461,758.58
11/7/2022,Misty Stewart,Jose Miles,Toyota,F-150,2015,16215,0.09756774935415646,1582.06
11/21/2022,Jerry Mitchell,Felicia Spencer,Ford,Civic,2017,44666,0.14488293673471114,6471.34
5/1/2023,Mario Matthews,Jay Jensen,Ford,Altima,2015,42569,0.07345668058319102,3126.98
4/28/2023,Dr. Michael Harrison Jr.,Trevor Kemp,Chevrolet,F-150,2020,45132,0.13845727859366325,6248.85
12/22/2022,Shari Herman,Tina Alvarez,Chevrolet,F-150,2020,34786,0.09418902402236906,3276.46
11/7/2022,Jason Ford,Lisa Villarreal,Honda,Silverado,2021,36849,0.12449028191259699,4587.34
12/10/2022,Matthew Stark,Traci Irwin,Honda,Silverado,2020,33046,0.05505393107422481,1819.31
10/8/2022,Logan Pierce,Jonathan Crawford,Ford,Civic,2011,41547,0.12829668087681628,5330.34
1/29/2023,Michael Watts,Rose Martinez,Ford,Civic,2017,35912,0.0960005623655519,3447.57
7/4/2022,Victoria Green,Christopher Anderson,Ford,Altima,2019,19285,0.11466802186524823,2211.37
2/7/2023,Shannon Adams,Holly Bullock,Nissan,Civic,2021,28827,0.102637371773147,2958.73
12/19/2022,Kevin Walker,Rachel Bishop,Ford,Civic,2022,19935,0.050874160407181505,1014.18
4/28/2023,Susan Powell,Stacey Jensen,Honda,Corolla,2015,11853,0.10678596169091772,1265.73
9/30/2022,Erin Scott,Bethany Dawson,Chevrolet,Corolla,2011,47776,0.09825978136035404,4694.46
6/25/2022,Michael Davies,April Smith,Chevrolet,Silverado,2022,24993,0.14804946163271088,3700.2
8/6/2022,Jasmine Webb,Kristin Kelley,Toyota,Civic,2019,30835,0.10007472364462869,3085.8
1/13/2023,Carla Hawkins,Ronald Johnson,Chevrolet,Silverado,2018,16528,0.09404438822434079,1554.37
3/10/2023,Andrew Jones,Steven Chavez,Chevrolet,Corolla,2013,15782,0.1041169491055576,1643.17
8/16/2022,John Greene,Melissa Carlson,Honda,F-150,2016,24391,0.073693584704033,1797.46
11/22/2022,Mr. Thomas Myers,Thomas Cherry,Honda,Silverado,2016,47832,0.05784781036724165,2766.98
6/29/2022,Stephanie Smith,Laura Anderson,Honda,Silverado,2022,38477,0.10978541529791336,4224.21
2/23/2023,David Cruz,Whitney Rivera,Nissan,Civic,2012,44377,0.1448637638742345,6428.62
1/7/2023,Jack House,Nicolas Leblanc,Nissan,Civic,2021,46737,0.12341637809773288,5768.11
11/10/2022,Sandra Shepard,Jason Gonzalez,Nissan,Altima,2013,42922,0.1325001684553073,5687.17
6/8/2022,Robert Silva,James Flores,Honda,Corolla,2013,36800,0.08798214731776222,3237.74
1/10/2023,Jose Williams,Seth Copeland,Honda,F-150,2021,35523,0.0814550953166747,2893.53
11/25/2022,Amanda Jordan,Kelly Stewart,Toyota,Civic,2012,17322,0.10206755083957039,1768.01
10/30/2022,Marcus Hudson,Christopher Mendez,Nissan,Civic,2020,25095,0.07651438569021064,1920.13
10/1/2022,Alyssa Orozco,Rachel Sanchez,Nissan,Altima,2020,48926,0.05635209082900688,2757.08
10/14/2022,Jennifer Dean,Diane Campbell,Ford,Silverado,2011,36055,0.13130346408972937,4734.15
2/15/2023,Michael Walker,Derek Cooper,Honda,F-150,2017,44213,0.07237255540777862,3199.81
7/20/2022,Clayton Jordan,Corey Wells,Chevrolet,Corolla,2017,36618,0.1296713792215359,4748.31
3/25/2023,Kevin Jordan,Sandra Bell,Toyota,Altima,2019,36344,0.08802986679456959,3199.36
7/16/2022,Adrian Hunter,Eddie Diaz,Ford,Corolla,2010,32240,0.09295824043093986,2996.97
2/3/2023,Anthony Green,John Cooke,Honda,Civic,2010,24282,0.14285257022035264,3468.75
5/12/2022,Brandon Barnes,Mr. Joshua Douglas,Toyota,Altima,2022,35991,0.08047336712014047,2896.32
10/2/2022,Susan Hall,David Baker,Chevrolet,F-150,2013,48504,0.14948126707648407,7250.44
3/15/2023,Julie Howard,Kimberly Bradley,Chevrolet,Civic,2021,12021,0.10490513685044942,1261.06
10/24/2022,Michael Delgado,Erika George,Nissan,Corolla,2014,31661,0.07850449394097504,2485.53
11/24/2022,Jeffrey Skinner,Megan Fletcher,Honda,Civic,2014,13345,0.09529808771345327,1271.75
8/15/2022,Matthew Padilla,Hannah Smith,Ford,Civic,2010,35942,0.07233904637532557,2600.01
1/15/2023,Jasmine Moss,Cesar Rogers,Nissan,F-150,2018,17711,0.07920201726659601,1402.75
5/11/2022,Brittany Thompson,Richard Ramirez,Chevrolet,Corolla,2014,48146,0.12976777338243178,6247.8
4/22/2023,Joseph Hanson,Lisa Bell,Honda,Corolla,2016,34960,0.10951518627866116,3828.65
5/17/2022,Douglas Trevino,William James,Nissan,Silverado,2015,20519,0.12430909292455507,2550.7
4/7/2023,Michele Brooks,Natalie Tucker,Toyota,Silverado,2021,49470,0.10721579644114475,5303.97
4/11/2023,Roger Potter,Melissa Phillips,Chevrolet,Altima,2017,18370,0.07636541197053712,1402.83
5/25/2022,Terry Blair,William Lambert,Honda,Civic,2020,21246,0.12665067005399883,2690.82
3/3/2023,Eric Rodriguez,Christopher Barber,Chevrolet,Silverado,2012,43094,0.11434501136017837,4927.58
5/19/2022,Nancy Benjamin,Hunter Johnson,Honda,Silverado,2016,18635,0.05605473774790953,1044.58
5/11/2022,Dorothy Richardson,Joshua Thomas,Nissan,Silverado,2018,24915,0.0579330970950778,1443.4
5/21/2022,Tiffany Brown,Joseph Moore,Toyota,Corolla,2018,36598,0.0923679044364081,3380.48
10/26/2022,Lori Garza,Sheila Jarvis,Nissan,Corolla,2013,49828,0.06308808951605474,3143.55
4/8/2023,William Lopez,Justin Cruz,Chevrolet,Silverado,2015,13658,0.055727053615211825,761.12
5/8/2022,David James,Regina Green,Ford,Civic,2016,37355,0.05349122081832883,1998.16
2/16/2023,George Gregory,Kathryn James,Honda,Corolla,2017,40242,0.1344094809769764,5408.91
4/8/2023,Michael Rogers,Carolyn Haynes,Toyota,Corolla,2016,32543,0.07981017672486562,2597.26
10/8/2022,Maria Cole,Teresa Miller,Honda,Corolla,2018,49755,0.1301202017779653,6474.13
3/9/2023,Nancy Stanley,Joseph Jones,Toyota,Civic,2018,26074,0.05664332355027917,1476.92
6/16/2022,Hannah Kane,Alan Rodriguez,Nissan,Corolla,2011,34087,0.06785157106865884,2312.86
10/1/2022,Richard Beck,Matthew White,Ford,Civic,2020,18833,0.07085847466516441,1334.48
11/2/2022,Angela Smith,Sean King,Honda,Silverado,2017,46103,0.10159369499768804,4683.77
9/5/2022,Willie Estrada,Lauren Love,Ford,Corolla,2010,14672,0.05703573734864368,836.83
7/5/2022,Vanessa Dean,Alison Novak,Ford,Silverado,2018,19670,0.13423459394460657,2640.39
2/20/2023,Walter Anderson,Logan Medina,Toyota,Altima,2020,16534,0.11576316117360842,1914.03
5/12/2022,Cynthia Garcia,Erin Potts DDS,Nissan,F-150,2017,27499,0.14356984057362496,3948.03
12/12/2022,George Hobbs,Martha Dennis,Nissan,Silverado,2011,34538,0.12036030668029886,4157
9/12/2022,Kevin Fox,Timothy Watson,Ford,Corolla,2021,30210,0.11841415086065392,3577.29
6/4/2022,Jennifer Perry,Timothy Sanders,Honda,F-150,2020,38624,0.07448415340232396,2876.88
10/7/2022,Paula Miller,Catherine Adams,Honda,Civic,2016,24234,0.09698480478983261,2350.33
10/1/2022,Gary Williams,Jacob Horn Jr.,Honda,F-150,2020,45188,0.14884328513681688,6725.93
1/1/2023,Mitchell Douglas,Andre Cardenas,Toyota,Civic,2020,47969,0.14588577220672388,6997.99
1/31/2023,Renee Petty,Jacob Scott,Nissan,Corolla,2012,12790,0.14842387123813153,1898.34
11/24/2022,Shannon Rogers,Andrew Stewart,Honda,Silverado,2014,11995,0.12355313919128047,1482.02
2/19/2023,Katelyn Jones,Wendy Simmons,Toyota,Civic,2017,39756,0.12319207901411114,4897.62
6/22/2022,Matthew Bailey,Steven Mckenzie,Toyota,Altima,2015,33458,0.07290780822527529,2439.35
2/17/2023,Dan Brown,Jonathan Powers,Honda,Civic,2010,11793,0.07632629769819935,900.12
9/15/2022,Sarah Johnson,Adrienne Lopez,Ford,Civic,2020,21512,0.06838996419297869,1471.2
9/29/2022,Eileen Lambert,Debbie Parrish,Honda,Civic,2012,19287,0.06034744131031662,1163.92
5/4/2022,James Dalton,Lisa Martinez,Chevrolet,Corolla,2010,29824,0.07892942406010978,2353.99
11/11/2022,Cristian Scott,Daniel Cole,Honda,Altima,2021,19238,0.13224967115486938,2544.22
8/21/2022,April Peterson,James Moreno,Toyota,Altima,2019,32380,0.08013130218517511,2594.65
8/15/2022,Michelle Zimmerman,Kathryn Smith,Chevrolet,Civic,2011,13612,0.06624035432309348,901.66
11/13/2022,Chelsea Conrad,Rachel Tyler,Toyota,Altima,2022,18572,0.06331966395491977,1175.97
9/8/2022,Jason Suarez,Matthew Williams,Ford,Corolla,2015,49999,0.06037877482742578,3018.88
4/5/2023,Alex Diaz,Scott Spencer,Honda,Altima,2016,36549,0.05163998248843289,1887.39
5/2/2022,Natasha Stokes,Brian Brown,Toyota,Civic,2018,37232,0.07114532046921808,2648.88
10/14/2022,Victoria Mccullough,Monica Garner,Honda,Silverado,2013,31738,0.13154784761878868,4175.07
7/21/2022,Ryan Anderson,Eric Brady,Chevrolet,Civic,2021,39459,0.06801837016797105,2683.94
2/2/2023,Christopher Gross,Elizabeth Glass,Toyota,Silverado,2010,32568,0.052584973604643565,1712.59
6/22/2022,Jose Cochran,Shane Espinoza,Ford,F-150,2017,37253,0.09630927288740668,3587.81
2/28/2023,Jennifer Morales,Sandra Kramer,Ford,Silverado,2021,38533,0.12990768184388368,5005.73
6/4/2022,Duane Hernandez,Jesus Estes,Nissan,Silverado,2014,40034,0.050214981999927036,2010.31
10/23/2022,Tommy Turner,Kyle Young,Chevrolet,F-150,2016,10183,0.14128595124316504,1438.71
12/1/2022,Spencer Smith,Sheryl Brown,Ford,Altima,2017,23561,0.11869711731884011,2796.62
1/27/2023,Debra Williams,Dominique Howell,Chevrolet,Civic,2022,37099,0.08442399093759731,3132.05
8/16/2022,Jennifer Martinez,Dawn Lewis,Toyota,Altima,2012,25242,0.07866486580766159,1985.66
12/26/2022,Julia Johnson,Joseph Lyons,Honda,Silverado,2014,15583,0.13870704563389366,2161.47
11/28/2022,Jessica Ramsey,Elizabeth Edwards,Honda,Corolla,2018,34551,0.05244992631016718,1812.2
6/9/2022,Randall White,Lisa Harmon,Chevrolet,Corolla,2012,37221,0.06388893118745952,2378.01
5/9/2022,Casey Patton,Alexander Joseph,Honda,Altima,2013,11472,0.08563454512044344,982.4
7/2/2022,Daniel Weiss,Heidi Mitchell,Honda,Altima,2021,44695,0.058461575042508346,2612.94
1/24/2023,Renee Lindsey,Erika Rodriguez,Honda,Civic,2010,22571,0.1377699310079312,3109.61
12/14/2022,Cynthia Glover,Margaret Freeman,Toyota,Silverado,2019,11946,0.10294908807343309,1229.83
4/28/2023,Brandon Moore,Savannah Drake,Nissan,F-150,2013,16956,0.06765952818833504,1147.23
4/20/2023,Dr. Christopher Clements,Chelsey Mckinney,Nissan,Corolla,2017,49312,0.10065156617515768,4963.33
6/8/2022,Joyce Humphrey,Mary Schmidt,Chevrolet,Corolla,2016,48827,0.061116208157409736,2984.12
11/22/2022,Sarah Mcclure,Blake Walton,Honda,Silverado,2021,15155,0.12240826920744775,1855.1
11/4/2022,Phyllis Clark,Christopher Brown,Toyota,Corolla,2022,44048,0.11842756555153312,5216.5
10/23/2022,Henry Lee,Richard Weaver,Nissan,Corolla,2013,15565,0.053259896768314385,828.99
7/23/2022,Anthony Scott,Jeff Wilson,Chevrolet,Civic,2021,33647,0.1224519815819194,4120.14
9/17/2022,Patrick Irwin,Peter Morris,Honda,Corolla,2012,14124,0.1263679529361909,1784.82
2/22/2023,Michael Romero,John Serrano,Ford,Corolla,2010,36403,0.1124168741247821,4092.31
11/5/2022,Michael Young,Jennifer Baker,Nissan,Altima,2010,49815,0.1275223482273058,6352.53
7/3/2022,Jason Edwards,Christine Johnson,Ford,F-150,2017,30870,0.12111336276760416,3738.77
10/23/2022,Linda Wilson,Miranda Gallagher,Toyota,F-150,2019,36815,0.12612087303982833,4643.14
8/1/2022,Brooke Thompson,Steven Russell,Toyota,Silverado,2022,40859,0.12459904373386746,5090.99
3/28/2023,Jonathan Garcia,Chad Davis,Honda,Corolla,2012,44864,0.13852832824892053,6214.93
12/25/2022,Rebecca Acosta,Charles Fitzpatrick,Honda,Civic,2016,38770,0.08873362535643327,3440.2
12/26/2022,Heather Dixon,Andrew Rogers,Toyota,F-150,2016,28689,0.09321270212238428,2674.18
6/6/2022,Jeremiah Morales,Erika Byrd,Honda,F-150,2022,20216,0.14850384016142415,3002.15
4/29/2023,Lee Hernandez,Michael Martinez,Toyota,Civic,2010,13390,0.06240713266352073,835.63
2/26/2023,Ann Taylor,Justin Carpenter,Honda,Corolla,2017,19368,0.08691388363299513,1683.35
3/8/2023,Daniel Miller,Mary Robinson,Ford,F-150,2022,46937,0.09322004754589219,4375.47
10/2/2022,Amy Cook,Carla Roth,Toyota,Silverado,2013,43198,0.12879414624107022,5563.65
2/19/2023,Denise Young,Michael Reid,Chevrolet,Silverado,2014,32253,0.08606767639515651,2775.94
11/10/2022,Brandi Wells,Emily Hunter,Nissan,Silverado,2011,11676,0.13341420617238703,1557.74
5/28/2022,William Huff,Jimmy Mitchell,Ford,Corolla,2015,21587,0.14235352893006625,3072.99
7/22/2022,Anna Frey,Lindsay Hughes,Toyota,Corolla,2012,39749,0.10179639744509889,4046.31
12/28/2022,Lori Miller,Ryan Wu,Ford,Silverado,2021,48087,0.11421540534389304,5492.28
12/8/2022,Kelly Garcia,Nicole Taylor,Nissan,Civic,2014,31484,0.11223848952275262,3533.72
9/28/2022,Joshua Miller,Kayla Garcia,Chevrolet,Civic,2017,24906,0.12980152751904145,3232.84
8/30/2022,Jade Adkins,Brian Smith,Toyota,Corolla,2018,18011,0.11306243622428726,2036.37
7/6/2022,Philip Potts,Deborah Raymond,Ford,F-150,2020,37242,0.09780821224266899,3642.57
7/17/2022,Karl Luna,Brittany Kelly,Toyota,F-150,2013,25964,0.1068004276101922,2772.97
8/4/2022,Steven Phillips,Diana Pope,Chevrolet,Altima,2010,40004,0.10554511881562048,4222.23
8/4/2022,Jack Sanchez,Karla Pruitt,Toyota,Silverado,2013,13875,0.07106830348668228,986.07
10/14/2022,David Farmer,Robert Chandler,Nissan,F-150,2021,30975,0.051539300563962935,1596.43
7/27/2022,Tyler Larson,Fred Moses,Honda,Silverado,2019,31193,0.14923500332482859,4655.09
5/20/2022,Elizabeth Walker,Todd Kelly,Ford,F-150,2021,19127,0.06091764226674227,1165.17
11/29/2022,William Heath,Paul Perez,Honda,Corolla,2011,37217,0.09704767742665843,3611.82
12/3/2022,Steven Ramirez,Joanna Ortiz,Honda,F-150,2016,47065,0.06884420044054124,3240.15
6/23/2022,Matthew Turner,Amy Bautista,Chevrolet,Civic,2015,42038,0.05977967973826329,2513.02
10/6/2022,Jessica Rodriguez,Johnathan Wheeler,Nissan,F-150,2020,10149,0.10981221035723099,1114.48
4/24/2023,Kristin Jones,Alex White,Toyota,Silverado,2016,36956,0.050539640123251475,1867.74
10/8/2022,Nathan Cruz,Erin Huffman,Toyota,Silverado,2022,20428,0.08966048788941089,1831.58
8/8/2022,Caleb George,Mary Miller,Chevrolet,Altima,2022,25452,0.13101336342722167,3334.55
8/10/2022,Angela Frazier DDS,Matthew Vincent,Ford,Corolla,2013,48984,0.05036051127280044,2466.86
1/17/2023,Mary Whitaker,Rachael Hubbard,Chevrolet,Corolla,2010,31017,0.07872390005136962,2441.78
11/16/2022,Timothy Edwards,Matthew Smith,Ford,Corolla,2011,46384,0.13169949360091276,6108.75
3/11/2023,Robert Parker,Lisa Edwards,Honda,Corolla,2017,44289,0.05022894955169334,2224.59
7/23/2022,Mrs. Candice Mcgrath DVM,Lori Martinez,Nissan,Altima,2019,19263,0.06722193730323624,1294.9
11/26/2022,Joshua Ortega,Lisa Davidson,Honda,Corolla,2022,46723,0.1432681346494467,6693.92
12/25/2022,Nicholas Taylor,Alyssa Campbell,Nissan,Civic,2019,36519,0.05935672849951056,2167.65
2/8/2023,David Lee,David Vargas,Nissan,Silverado,2019,49894,0.0946752671321372,4723.73
2/17/2023,Jamie Benton,Paul Johnson,Ford,Corolla,2018,38542,0.09339931457104078,3599.8
11/10/2022,Amanda Lucas,Jeffrey Oliver,Ford,Silverado,2017,16933,0.06256430904393401,1059.4
6/29/2022,Jeffrey Aguilar,Stephanie Richards,Ford,Altima,2022,43538,0.10024691433534,4364.55
4/11/2023,Maria Williams,Joy Contreras,Chevrolet,Corolla,2016,11525,0.07153856464422395,824.48
3/2/2023,William Palmer,Karl Morris,Nissan,Corolla,2012,28390,0.05038612366741552,1430.46
8/8/2022,Kristin Blackwell,Tiffany Villarreal,Honda,Civic,2015,15031,0.061023719391657155,917.25
1/21/2023,Jennifer Brown,Jeffrey Vazquez,Nissan,Civic,2020,35774,0.094726437716389,3388.74
8/19/2022,Lauren Davis,Amy Smith,Ford,Altima,2010,23701,0.12197388581163232,2890.9
1/3/2023,Linda Myers,Dennis Dillon,Chevrolet,Corolla,2017,21657,0.12159600977552586,2633.4
7/9/2022,William Herrera,Jorge Williams,Ford,Corolla,2011,28656,0.055230322865934024,1582.68
8/17/2022,Jessica Davis,Kimberly Alexander,Nissan,Civic,2014,37294,0.0992054077567217,3699.77
6/16/2022,Yvonne Martin,Karen Dominguez,Nissan,Silverado,2021,19578,0.09376828970791645,1835.8
6/18/2022,Nicholas Mcconnell,Katrina James,Chevrolet,Altima,2015,42001,0.12970964567526994,5447.93
1/30/2023,Leslie Smith,Brittany Martinez,Honda,Corolla,2021,30205,0.051688236159679546,1561.24
4/14/2023,Christopher Odom,Adam Mcmillan,Honda,Civic,2018,46572,0.07663808558153395,3569.19
7/27/2022,Joshua Murphy,Kevin Mullins,Toyota,Corolla,2011,12915,0.14596165083671953,1885.09
9/18/2022,Erin Becker,Robert Bauer,Ford,F-150,2017,27815,0.14166760274226492,3940.48
1/15/2023,Wesley Smith,Marissa Williams,Chevrolet,Silverado,2016,48023,0.10640834032575096,5110.05
11/2/2022,Mark Snyder,Mr. Jordan Kelley DDS,Chevrolet,Altima,2020,47399,0.1144844784977312,5426.45
6/6/2022,Roy Gilbert,Joshua Dodson,Toyota,Silverado,2013,39763,0.11412385093637946,4537.91
8/9/2022,Taylor Hayes,Christopher Stone,Chevrolet,F-150,2022,40452,0.10332231832841601,4179.59
12/26/2022,Francisco Gonzales,Heather Mosley,Chevrolet,F-150,2015,47550,0.09653759728718389,4590.36
11/3/2022,Cameron Wright,Angela Gregory,Ford,F-150,2017,42723,0.13262463664609692,5666.12
2/25/2023,Brandon Koch,Thomas Martinez,Honda,F-150,2019,14206,0.14341694924295195,2037.38
6/29/2022,Francis White,Christopher Gonzalez,Toyota,F-150,2015,15702,0.07016395394950475,1101.71
7/21/2022,Jenna Burton,Brian Morrow,Honda,Civic,2010,44431,0.09571811187086547,4252.85
11/10/2022,Dan Mitchell,Kenneth Nichols,Chevrolet,F-150,2021,33290,0.13950957969222896,4644.27
5/18/2022,Douglas Pace,Matthew Wood,Nissan,Altima,2016,27900,0.10220537839019186,2851.53
7/1/2022,Kim Smith,Charles Williams,Chevrolet,F-150,2011,23552,0.0647790968735767,1525.68
11/4/2022,Jacqueline Moore,Jacob Rasmussen,Nissan,Civic,2014,15980,0.10085636716764265,1611.68
10/20/2022,Steven Smith,Amanda Potter,Chevrolet,Silverado,2018,43048,0.06859654925084108,2952.94
4/29/2023,Edward Fitzgerald,Mark Bruce,Nissan,F-150,2011,11329,0.13760914511600464,1558.97
10/8/2022,Kimberly Jordan,Meagan Johnson,Ford,Altima,2018,45686,0.1253633130979258,5727.35
10/12/2022,Andrew Hernandez MD,Phillip Reed,Toyota,Corolla,2019,18345,0.055769040498212546,1023.08
5/30/2022,Patrick Parker,Kayla Watson,Honda,F-150,2011,38833,0.14443322415070903,5608.78
12/26/2022,Bryan Marsh,Jessica Stanley,Nissan,Civic,2013,20218,0.061239385542772355,1238.14
